ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;iata_code;local_code;coordinates
CL-0003;closed;Kimiri Ayke Airport;85;SA;CL;CL-MA;;;;;"-69.704; -52.403"
CL-0004;small_airport;Cinco de Enero Airport;84;SA;CL;CL-MA;Santa Maria;;;;"-70.3521; -52.595"
CL-0005;small_airport;Oazy Harbour Airport;161;SA;CL;CL-MA;;;;;"-70.535; -52.5427"
CL-0006;small_airport;Onaisin Airport;39;SA;CL;CL-MA;Onaisin;;;;"-69.293; -53.3812"
CL-0007;small_airport;Arco Iris Airport;342;SA;CL;CL-MA;Rio Grande;;;;"-68.8; -53.8924"
CL-0008;heliport;Clinica Alemana Helipad;2485;SA;CL;CL-RM;Santiago;;;;"-70.572969; -33.392103"
CL-SC49;small_airport;Oficina Victoria Airport;3280;SA;CL;CL-TA;Oficina Victoria;SC49;;;"-69.62570190429688; -20.734699249267578"
CL00;heliport;Usc University Hospital Heliport;476;NA;US;US-CA;Los Angeles;CL00;;CL00;"-118.2020034790039; 34.05390167236328"
CL01;small_airport;Eagle Field;153;NA;US;US-CA;Dos Palos;CL01;;CL01;"-120.66799926757812; 36.899898529052734"
CL02;heliport;Kilroy Airport Center Heliport;255;NA;US;US-CA;El Segundo;CL02;;CL02;"-118.384799; 33.929875"
CL03;heliport;Airport Towers Nr 1 Heliport;404;NA;US;US-CA;El Segundo;CL03;;CL03;"-118.3949966430664; 33.91699981689453"
CL04;small_airport;Sky Way Estates Airport;92;NA;US;US-CA;Elk Grove;CL04;;CL04;"-121.23500061035156; 38.410701751708984"
CL05;heliport;First Interstate Bank Operations Center Heliport;112;NA;US;US-CA;Fremont;CL05;;CL05;"-121.9800033569336; 37.54800033569336"
CL06;heliport;Glendale Adventist Medical Center/Gamc Heliport;717;NA;US;US-CA;Glendale;CL06;;CL06;"-118.230561; 34.151708"
CL07;heliport;Queen Mary Heliport;14;NA;US;US-CA;Long Beach;CL07;;CL07;"-118.18800354003906; 33.7494010925293"
CL08;heliport;Biltmore Hotel Heliport;443;NA;US;US-CA;Los Angeles;CL08;;CL08;"-118.25299835205078; 34.049198150634766"
CL09;heliport;Sharp Chula Vista Medical Center Heliport;446;NA;US;US-CA;Chula Vista;CL09;;CL09;"-117.02300262451172; 32.61949920654297"
CL10;heliport;Anacapa View Estates Heliport;625;NA;US;US-CA;Malibu;CL10;;CL10;"-118.85299682617188; 34.04169845581055"
CL11;small_airport;Ferdun Ranch Airport;64;NA;US;US-CA;Lodi;CL11;;CL11;"-121.22000122070312; 38.13460159301758"
CL12;heliport;St Vincent Professional Office Building Heliport;464;NA;US;US-CA;Los Angeles;CL12;;CL12;"-118.27300262451172; 34.063899993896484"
CL13;small_airport;Brian Ranch Airport;3230;NA;US;US-CA;Palmdale;CL13;;CL13;"-117.76200103759766; 34.51530075073242"
CL14;heliport;Huntington Memorial Hospital Heliport;854;NA;US;US-CA;Pasadena;CL14;;CL14;"-118.152124; 34.134335"
CL15;heliport;Sce Ridgecrest Service Center Heliport;2288;NA;US;US-CA;Ridgecrest;CL15;;CL15;"-117.66899871826172; 35.61470031738281"
CL16;heliport;Turner Field/Amphibious Base Heliport;12;NA;US;US-CA;Coronado;CL16;;CL16;"-117.155585289; 32.6784498367"
CL17;heliport;Barstow Community Hospital Heliport;2255;NA;US;US-CA;Barstow;CL17;;CL17;"-117.018276304; 34.8940514611"
CL18;closed;Danby Airstrip;1400;NA;US;US-CA;Danby;;;;"-115.356003; 34.555"
CL19;heliport;Bank of America Glendale Heliport;560;NA;US;US-CA;Glendale;CL19;;CL19;"-118.25599670410156; 34.155601501464844"
CL20;heliport;Wells Fargo-Cv Heliport;260;NA;US;US-CA;Los Angeles;CL20;;CL20;"-118.27200317382812; 34.04169845581055"
CL21;heliport;Sutter Amador Hospital Heliport;1246;NA;US;US-CA;Jackson;CL21;;CL21;"-120.76300048828125; 38.349998474121094"
CL22;heliport;Sheriff's Station Heliport;1200;NA;US;US-CA;Valencia;CL22;;CL22;"-118.552001953125; 34.416099548339844"
CL23;small_airport;Jones/Ag-Viation Airport;109;NA;US;US-CA;Biggs;CL23;;CL23;"-121.69599914550781; 39.459598541259766"
CL24;small_airport;Kindsvater Ranch Airport;529;NA;US;US-CA;Clovis;CL24;;CL24;"-119.51000213623047; 36.84989929199219"
CL25;small_airport;7R Ranch Airport;3176;NA;US;US-CA;Cuyama;CL25;;CL25;"-119.4520034790039; 34.93550109863281"
CL26;heliport;Great Western Helistop;1018;NA;US;US-CA;Chatsworth;CL26;;CL26;"-118.565926999; 34.2387476702"
CL27;heliport;Wells Fargo-El Monte Heliport;261;NA;US;US-CA;El Monte;CL27;;CL27;"-118.071873; 34.07021"
CL28;heliport;Morongo Basin CHP Heliport;2485;NA;US;US-CA;Joshua Tree;CL28;;CL28;"-116.273929; 34.134168"
CL29;small_airport;Camino Airstrip;2079;NA;US;US-CA;Goffs;CL29;;CL29;"-114.95700073242188; 34.834999084472656"
CL30;heliport;Queensway Bay Heliport;12;NA;US;US-CA;Long Beach;CL30;;CL30;"-118.19499969482422; 33.755001068115234"
CL31;heliport;Caltrans District 7 Heliport;484;NA;US;US-CA;Los Angeles;CL31;;CL31;"-118.24299621582031; 34.05149841308594"
CL32;heliport;Fib Administration & Operations Building Heliport;430;NA;US;US-CA;Los Angeles;CL32;;CL32;"-118.26499938964844; 34.0536003112793"
CL33;small_airport;Pauma Valley Air Park;756;NA;US;US-CA;Pauma Valley;CL33;;CL33;"-116.99800109863281; 33.31060028076172"
CL34;heliport;First Interstate Bank Heliport;974;NA;US;US-CA;Simi Valley;CL34;;CL34;"-118.71800231933594; 34.26860046386719"
CL35;small_airport;Warner Springs Gliderport Airport;2885;NA;US;US-CA;Warner Springs;CL35;;CL35;"-116.675003; 33.2845"
CL36;small_airport;Allan Ranch Flight Park Ultralightport;160;NA;US;US-CA;Windsor;CL36;;CL36;"-122.80400085449219; 38.569400787353516"
CL37;heliport;Enloe Hospital Heliport;253;NA;US;US-CA;Chico;CL37;;CL37;"-121.85032; 39.741956"
CL38;heliport;Swepi Beta Platform Eureka Heliport;123;NA;US;US-CA;Huntington Beach;CL38;;CL38;"-118.11799621582031; 33.563899993896484"
CL39;heliport;St. Helena Fire Department Heliport;308;NA;US;US-CA;St Helena;CL39;;CL39;"-122.51100158691406; 38.548500061035156"
CL40;heliport;Antelope Valley Service Center Heliport;2522;NA;US;US-CA;Lancaster;CL40;;CL40;"-118.14600372314453; 34.647499084472656"
CL41;heliport;Oakland Convention Center Heliport;110;NA;US;US-CA;Oakland;CL41;;CL41;"-122.27400207519531; 37.802398681640625"
CL42;closed;Mission Viejo Company Helistop;408;NA;US;US-CA;Aliso Viejo;CL42;;CL42;"-117.725998; 33.572201"
CL43;heliport;Boeing Seal Beach (Ground Level) Heliport;20;NA;US;US-CA;Seal Beach;CL43;;CL43;"-118.09300231933594; 33.755001068115234"
CL44;heliport;Orange County Steel Salvage Heliport;230;NA;US;US-CA;Anaheim;CL44;;CL44;"-117.8499984741211; 33.848201751708984"
CL45;heliport;North Net Training Authority Heliport;145;NA;US;US-CA;Anaheim;CL45;;CL45;"-117.881025; 33.795054"
CL46;small_airport;Quail Lake Sky Park Airport;3370;NA;US;US-CA;Gorman/Lancaster;CL46;;CL46;"-118.73200225830078; 34.767799377441406"
CL47;heliport;Hoag Heliport;1650;NA;US;US-CA;Valley Center;CL47;;CL47;"-116.96800231933594; 33.23419952392578"
CL48;heliport;Va Medical Center Heliport;76;NA;US;US-CA;Long Beach;CL48;;CL48;"-118.12000274658203; 33.77579879760742"
CL49;heliport;International Tower Heliport;542;NA;US;US-CA;Los Angeles;CL49;;CL49;"-118.26300048828125; 34.0463981628418"
CL50;heliport;Westwood Gateway I Heliport;321;NA;US;US-CA;Los Angeles;CL50;;CL50;"-118.444923; 34.04785"
CL51;heliport;Santa Rosa Memorial Hospital Heliport;208;NA;US;US-CA;Santa Rosa;CL51;;CL51;"-122.70099639892578; 38.44380187988281"
CL52;heliport;San Joaquin General Hospital Heliport;15;NA;US;US-CA;Stockton;CL52;;CL52;"-121.28500366210938; 37.887699127197266"
CL53;heliport;Redbud Community Hospital Heliport;1407;NA;US;US-CA;Clearlake;CL53;;CL53;"-122.61499786376953; 38.92900085449219"
CL54;heliport;Westside Towers Heliport;325;NA;US;US-CA;Los Angeles;CL54;;CL54;"-118.451849; 34.033279"
CL55;heliport;Sce Serrano Substation Heliport;697;NA;US;US-CA;Orange;CL55;;CL55;"-117.79100036621094; 33.8286018371582"
CL56;small_airport;Ranchaero Airport;173;NA;US;US-CA;Chico;CL56;;CL56;"-121.871002197; 39.719600677500004"
CL57;heliport;Torrey Pines Corporate Helistop;430;NA;US;US-CA;San Diego;CL57;;CL57;"-117.24299621582031; 32.90890121459961"
CL58;heliport;Sce Southeastern Division Heliport;97;NA;US;US-CA;Santa Ana;CL58;;CL58;"-117.84700012207031; 33.730899810791016"
CL59;heliport;Camp 11 Heliport;2220;NA;US;US-CA;Agua Dulce;CL59;;CL59;"-118.28800201416016; 34.43830108642578"
CL60;heliport;Memorial Hospital Heliport;500;NA;US;US-CA;Bakersfield;CL60;;CL60;"-119.00599670410156; 35.3911018371582"
CL61;heliport;Kern Medical Center Heliport;505;NA;US;US-CA;Bakersfield;CL61;;CL61;"-118.969656; 35.382484"
CL62;heliport;Station 125 Heliport;850;NA;US;US-CA;Calabasas;CL62;;CL62;"-118.697998046875; 34.150299072265625"
CL63;heliport;Castaic Dam Heliport;1520;NA;US;US-CA;Castaic;CL63;;CL63;"-118.5989990234375; 34.5172004699707"
CL64;heliport;Washington Hospital Parking Structure Heliport;57;NA;US;US-CA;Fremont;CL64;;CL64;"-121.978139; 37.557473"
CL65;heliport;H.B.P.D. Heliport;56;NA;US;US-CA;Huntington Beach;CL65;;CL65;"-118.0009994506836; 33.69499969482422"
CL66;heliport;Camp 2 Heliport;1120;NA;US;US-CA;La Canada;CL66;;CL66;"-118.17400360107422; 34.197200775146484"
CL67;heliport;Platform Hidalgo Heliport;162;NA;US;US-CA;Lompoc;CL67;;CL67;"-120.7030029296875; 34.494998931884766"
CL68;heliport;Platform Harvest Heliport;178;NA;US;US-CA;Lompoc;CL68;;CL68;"-120.68199920654297; 34.469200134277344"
CL69;heliport;Sutter Lakeside Hospital Heliport;1401;NA;US;US-CA;Lakeport;CL69;;CL69;"-122.90699768066406; 39.105098724365234"
CL70;heliport;Queen of Angel-Hollywood Presbyterian Hospital Heliport;524;NA;US;US-CA;Los Angeles;CL70;;CL70;"-118.290323; 34.096428"
CL71;heliport;Hughes/Corporate Heliport;75;NA;US;US-CA;Los Angeles;CL71;;CL71;"-118.42400360107422; 33.96609878540039"
CL72;heliport;Camp 8 Heliport;1525;NA;US;US-CA;Malibu;CL72;;CL72;"-118.64700317382812; 34.0620002746582"
CL73;heliport;Rotor-Aids Maintenance Hangar Heliport;43;NA;US;US-CA;Oxnard;CL73;;CL73;"-119.2030029296875; 34.20220184326172"
CL74;small_airport;Skyotee Ranch Airport;2600;NA;US;US-CA;Rosamond;CL74;;CL74;"-118.4010009765625; 34.83190155029297"
CL75;heliport;Robert D Cloud Heliport;312;NA;US;US-CA;Rosemead;CL75;;CL75;"-118.080693; 34.052303"
CL76;heliport;U S Naval Medical Center San Diego Heliport;200;NA;US;US-CA;San Diego;CL76;;CL76;"-117.144291; 32.725019"
CL77;small_airport;Bonny Doon Village Airport;2020;NA;US;US-CA;Santa Cruz;CL77;;CL77;"-122.12699890136719; 37.070499420166016"
CL78;heliport;Camp 14 Heliport;1870;NA;US;US-CA;Saugus;CL78;;CL78;"-118.47699737548828; 34.56610107421875"
CL79;heliport;SCE Tiffany Pines Heliport;5548;NA;US;US-CA;Shaver Lake;CL79;;CL79;"-119.313374; 37.11723"
CL80;heliport;Sherman Oaks Community Hospital Heliport;697;NA;US;US-CA;Sherman Oaks;CL80;;CL80;"-118.44999694824219; 34.15999984741211"
CL81;heliport;Camp 15 Heliport;1520;NA;US;US-CA;Sunland;CL81;;CL81;"-118.28800201416016; 34.289398193359375"
CL82;heliport;Los Robles Regional Medical Center Heliport;760;NA;US;US-CA;Thousand Oaks;CL82;;CL82;"-118.88300323486328; 34.20669937133789"
CL83;heliport;Joe Heidrick Heliport;120;NA;US;US-CA;Woodland;CL83;;CL83;"-121.82599639892578; 38.66550064086914"
CL84;small_airport;Ahlem Farms Airport;73;NA;US;US-CA;Hilmar;CL84;;CL84;"-120.927001953125; 37.388301849365234"
CL85;heliport;Infineon Raceway Pad 1 Heliport;115;NA;US;US-CA;Sonoma;CL85;;CL85;"-122.4563167; 38.1582333"
CL86;heliport;Mc Candless Towers Heliport;201;NA;US;US-CA;Santa Clara;CL86;;CL86;"-121.972000122; 37.385501861600005"
CL87;heliport;Haddicks Heliport;306;NA;US;US-CA;City of Industry;CL87;;CL87;"-117.96499633789062; 34.028099060058594"
CL88;closed;Wesinger Ranch Airport;4300;NA;US;US-CA;Alturas;;;;"-120.584; 41.447102"
CL89;heliport;Los Angeles Times - Northridge Heliport;859;NA;US;US-CA;Chatsworth;CL89;;CL89;"-118.569490314; 34.2388208438"
CL90;closed;Butte Creek Hog Ranch Airport;200;NA;US;US-CA;Chico;;;;"-121.783997; 39.688801"
CL91;heliport;Auberry Hydro Service Center Heliport;2000;NA;US;US-CA;Auberry;CL91;;CL91;"-119.48400115966797; 37.06489944458008"
CL92;heliport;Sce Saddleback Service Center Heliport;391;NA;US;US-CA;Irvine;CL92;;CL92;"-117.70500183105469; 33.654998779296875"
CL93;heliport;Sce Shaver Summit Heliport;5755;NA;US;US-CA;Shaver Lake;CL93;;CL93;"-119.29199981689453; 37.16379928588867"
CL94;heliport;Plumas District Hospital Heliport;3425;NA;US;US-CA;Quincy;CL94;;CL94;"-120.962026119; 39.940253092499994"
CL95;heliport;County Heliport;1040;NA;US;US-CA;San Bernardino;CL95;;CL95;"-117.27200317382812; 34.10329818725586"
CL96;heliport;Vaca Valley Hospital Heliport;110;NA;US;US-CA;Vacaville;CL96;;CL96;"-121.95099639892578; 38.3557014465332"
CL97;heliport;Mercy Hospital & Medical Center Heliport;330;NA;US;US-CA;San Diego;CL97;;CL97;"-117.16000366210938; 32.75120162963867"
CL98;heliport;Rockwell Facility Heliport;12;NA;US;US-CA;Seal Beach;CL98;;CL98;"-118.08499908447266; 33.7578010559082"
CL99;heliport;Watsonville Community Hospital Heliport;111;NA;US;US-CA;Watsonville;CL99;;CL99;"-121.7760009765625; 36.939998626708984"
CLA2;small_airport;L'Assomption Airport;52;NA;CA;CA-QC;L'Assomption;CLA2;;CLA2;"-73.46060180664062; 45.82310104370117"
CLA4;small_airport;Holland Landing Airpark;855;NA;CA;CA-ON;Holland Landing;CLA4;;CLA4;"-79.49500274658203; 44.08940124511719"
cla5;small_airport;Lethbridge / Anderson Field;3020;NA;CA;CA-AB;Lethbridge;CLA5;;;"-112.772777778; 49.6569444445"
CLA6;small_airport;Lancaster Airpark;145;NA;CA;CA-ON;Bainsville;CLA6;;;"-74.36100006103516; 45.200401306152344"
CLB2;small_airport;Plattsville (Lubitz Flying Field);980;NA;CA;CA-ON;;CLB2;;;"-80.548611; 43.305833"
CLB6;seaplane_base;La Grande-4/Lac Bottine Seaplane Base;;NA;CA;CA-QC;;CLB6;;CLB6;"-73.720801; 53.7094"
CLC;closed;Clear Lake Metroport;25;NA;US;US-TX;Clear Lake;;CLC;;"-95.1383; 29.5555"
CLC2;small_airport;London / Chapeskie Field;930;NA;CA;CA-ON;London;CLC2;;CLC2;"-81.1256027222; 43.0682983398"
CLC3;heliport;Calgary (Peter Lougheed Centre) Heliport;3562;NA;CA;CA-AB;Calgary;CLC3;;;"-113.986330032; 51.0781955893"
CLC4;small_airport;Loon Creek Airfield;1816;NA;CA;CA-SK;;CLC4;;CLC4;"-104.323; 50.8434"
CLD2;heliport;Edmonton / Leduc Heliport;2411;NA;CA;CA-AB;Leduc;CLD2;;CLD2;"-113.542599; 53.253172"
CLD3;seaplane_base;Burns Lake (LD Air) Water Aerodrome;2300;NA;CA;CA-BC;Burns Lake;CLD3;;CLD3;"-125.756901; 54.21"
CLE4;small_airport;Lower East Pubnico (La Field) Airport;107;NA;CA;CA-NS;Lower East Pubnico;CLE4;;CLE4;"-65.76190185546875; 43.62220001220703"
CLF;small_airport;Clear Sky Lodge Airport;650;NA;US;US-AK;Clear;;;CLF;"-149.190554; 64.255997"
CLG;closed;Coalinga Airport;;NA;US;US-CA;;;CLG;;"-120.360116959; 36.1580433385"
CLG3;small_airport;Liege / CNRL Airport;1728;NA;CA;CA-AB;Liege;CLG3;;CLG3;"-113.194000244; 57.0018997192"
CLG7;small_airport;Fort McMurray / Legend Airfield;2061;NA;CA;CA-AB;Fort McMurray;CLG7;;CLG7;"-112.895556; 57.196944"
CLH2;heliport;Stettler (Health Centre) Heliport;2694;NA;CA;CA-AB;Stettler;CLH2;;CLH2;"-112.725257277; 52.3231535577"
CLH4;heliport;Lethbridge (Regional Hospital) Heliport;2993;NA;CA;CA-AB;Lethbridge;CLH4;;CLH4;"-112.815631628; 49.6859684741"
CLH5;small_airport;Bobcaygeon / Chesher Lakehurst;892;NA;CA;CA-ON;;CLH5;;CLH5;"-78.44827; 44.525564"
clj3;small_airport;Lethbridge / J3 Airfield;2910;NA;CA;CA-AB;;CLJ3;;;"-112.738330364; 49.741621471100004"
CLK3;small_airport;Lucknow Airpark;960;NA;CA;CA-ON;Lucknow;CLK3;;CLK3;"-81.49330139160156; 43.96780014038086"
CLL2;seaplane_base;Langille Lake Seaplane Base;185;NA;CA;CA-NS;;CLL2;;CLL2;"-64.44779968261719; 44.45000076293945"
CLL3;seaplane_base;Lac Lamothe Water Aerodrome;975;NA;CA;CA-QC;Lac Lamothe;CLL3;;CLL3;"-71.1383; 48.739403"
CLM2;small_airport;Leamington Airport;576;NA;CA;CA-ON;Leamington;CLM2;;CLM2;"-82.5250015258789; 42.025001525878906"
CLM3;seaplane_base;Lake Muskoka/Alport Bay Seaplane Base;739;NA;CA;CA-ON;;CLM3;;CLM3;"-79.38279724121094; 45.02109909057617"
CLM4;heliport;Lamont Health Care Centre Heliport;2126;NA;CA;CA-AB;Lamont;CLM4;;CLM4;"-112.7877; 53.7636"
CLM5;seaplane_base;Lake Muskoka South Seaplane Base;742;NA;CA;CA-ON;Lake Muskoka;CLM5;;CLM5;"-79.4298; 44.966101"
CLM6;seaplane_base;Miller Island Seaplane Base;742;NA;CA;CA-ON;Lake Muskoka;CLM6;;CLM6;"-79.465401; 44.9922"
cln4;small_airport;Beaverlodge / Clanachan Field;2694;NA;CA;CA-AB;;CLN4;;CLN4;"-119.841591; 55.2344931"
CLP2;heliport;Montreal / Laval (Artopex Plus) Heliport;133;NA;CA;CA-QC;MontrÃ©al;CLP2;;CLP2;"-73.7500204146; 45.5785956158"
CLP3;seaplane_base;Lac Polaris (pourvoirie Mirage);1300;NA;CA;CA-QC;;CLP3;;;"-72.8666666667; 53.8005555556"
CLQ2;heliport;Liverpool (Queens General Hospital) Heliport;67;NA;CA;CA-NS;Liverpool;CLQ2;;CLQ2;"-64.7053420544; 44.038714767200005"
CLR2;seaplane_base;Lake Rosseau/John's Bay Seaplane Base;742;NA;CA;CA-ON;Lake Rosseau;CLR2;;CLR2;"-79.5975; 45.170104"
cls3;small_airport;Fort McMurray / South Liege Airfield;1707;NA;CA;CA-AB;;CLS3;;;"-113.098840714; 56.8323528324"
clv2;small_airport;Stayner (Clearview Field) Airport;870;NA;CA;CA-ON;Stayner;CLV2;;CLV2;"-80.147978; 44.404638"
CLW2;closed;Lewvan (Farr Strip) Airport;1904;NA;CA;CA-SK;Lewvan;;;;"-104.114998; 49.985001"
CLW3;small_airport;Laurel / Whittington;1550;NA;CA;CA-ON;;CLW3;;CLW3;"-80.1772232056; 43.9791679382"
CM-0001;small_airport;Campo Airport;;AF;CM;CM-SW;Campo;;;;"9.847089; 2.341137"
CM-0002;small_airport;Touboro Airport;;AF;CM;CM-NO;Touboro;;;;"15.317976; 7.765747"
CM-0003;small_airport;Djoum Airport;;AF;CM;CM-SU;Djoum;;;;"12.666755; 2.666859"
CM-0004;small_airport;SangmÃ©lima Airport;;AF;CM;CM-SU;SangmÃ©lima;;;;"12.002311; 2.946602"
CM-0005;small_airport;Lokomo Airport;;AF;CM;CM-ES;Lokomo;;;;"15.460837; 2.683971"
CM-0006;small_airport;Masea Airport;;AF;CM;CM-ES;Masea;;;;"14.970657; 3.118743"
CM-0007;small_airport;Ngola Airport;;AF;CM;CM-ES;Ngola;;;;"15.332236; 3.494501"
CM-0008;small_airport;Gribi Airport;;AF;CM;CM-ES;Gribi;;;;"14.984021; 3.787821"
CM-0009;small_airport;Mindourou Airport;;AF;CM;CM-ES;Mindourou;;;;"14.541415; 4.122123"
CMA2;small_airport;Mattawa Airport;600;NA;CA;CA-ON;Mattawa;CMA2;;CMA2;"-78.747802734375; 46.29970169067383"
CMA4;seaplane_base;Miminiska Seaplane Base;;NA;CA;CA-ON;;CMA4;;CMA4;"-88.58080291748047; 51.60139846801758"
cmb2;small_airport;Meadowbank Airport;475;NA;CA;CA-NU;Agnico-Eagle Meadowbank Gold Mine;CMB2;;CMB2;"-96.06865882870001; 65.0246615457"
CMB3;seaplane_base;Cambridge (Puslinch Lake) Seaplane Base;1000;NA;CA;CA-ON;Cambridge;CMB3;;CMB3;"-80.257002; 43.4205"
CMB6;seaplane_base;Lake Muskoka East (Milford Bay) Seaplane Base;739;NA;CA;CA-ON;Milford Bay;CMB6;;CMB6;"-79.480289; 45.074922"
CMB7;small_airport;Maxville (Bourdon Farm) Airport;359;NA;CA;CA-ON;;CMB7;;;"-74.807; 45.253"
CMBH;heliport;Mount Belcher Heliport;1000;NA;CA;CA-BC;Mount Belcher;CMBH;;CMBH;"-123.50499725341797; 48.832801818847656"
CMC2;heliport;Edmonton / Misericordia (Community Hospital) Heliport;2320;NA;CA;CA-AB;Edmonton;CMC2;;CMC2;"-113.611055464; 53.520377085199996"
CMC3;heliport;Mayerthorpe (Healthcare Centre) Heliport;2432;NA;CA;CA-AB;Mayerthorpe;CMC3;;CMC3;"-115.133017302; 53.948711409"
CME2;small_airport;Omemee Airport;835;NA;CA;CA-ON;Omemee;CME2;;CME2;"-78.6276; 44.2854"
CME3;small_airport;Bala (Medora Lake);825;NA;CA;CA-ON;;CME3;;CME3;"-79.6797222; 45.0641667"
CMF2;small_airport;Edmonton / Calmar (Maplelane Farm);2520;NA;CA;CA-AB;Edmonton;CMF2;;CMF2;"-113.738236; 53.184654"
CMF3;small_airport;Lethbridge (Mercer Field);3085;NA;CA;CA-AB;;CMF3;;MF3;"-112.561540604; 49.5548112877"
CMF4;small_airport;Port Hope (Millson Field);525;NA;CA;CA-ON;;CMF4;;CMF4;"-78.428691; 43.989209"
CMH2;heliport;Milton (Afi) Heliport;687;NA;CA;CA-ON;Milton;CMH2;;CMH2;"-79.9027343094; 43.532223736400006"
CMH3;heliport;Lacombe (Mustang Helicopters);2889;NA;CA;CA-AB;;CMH3;;CMH3;"-113.82250213623047; 52.37888717651367"
CMH4;heliport;Mirabel HÃ©lico Heliport;223;NA;CA;CA-QC;MontrÃ©al;CMH4;;CMH4;"-73.9525; 45.69555"
CMI2;heliport;Minden (Hospital) Heliport;905;NA;CA;CA-ON;Minden;CMI2;;CMI2;"-78.72940063476562; 44.92470169067383"
CMK2;seaplane_base;McKellar (Manitouwabing) Seaplane Base;800;NA;CA;CA-ON;McKellar;CMK2;;CMK2;"-79.917757; 45.501796"
CML2;small_airport;Quamichan Lake (Raven Field) Airport;130;NA;CA;CA-BC;Quamichan Lake;CML2;;CML2;"-123.6510009765625; 48.8119010925293"
CML3;seaplane_base;Mink Lake Water Aerodrome;70;NA;CA;CA-NS;Carleton;CML3;;CML3;"-65.888588; 44.010731"
CML4;seaplane_base;Morrison Lake Seaplane Base;716;NA;CA;CA-ON;Gravenhurst;CML4;;CML4;"-79.461; 44.8705"
CML5;small_airport;Martin's Landing;1115;NA;CA;CA-ON;Thunder Bay;CML5;;CML5;"-89.543002; 48.2936"
CML6;seaplane_base;Six Mile Lake (Hungry Bay) Seaplane Base;622;NA;CA;CA-ON;;CML6;;CML6;"-79.7212; 44.9163"
CMN3;small_airport;St-Michel-de-Napierville Airport;206;NA;CA;CA-QC;St-Michel-de-Napierville;CMN3;;CMN3;"-73.576; 45.213804"
CMN4;small_airport;Minto;2969;NA;CA;CA-YT;;CMN4;;;"-137.221944444; 62.604722222199996"
CMN5;small_airport;Manic-5;1332;NA;CA;CA-QC;;CMN5;;;"-68.8310194016; 50.6577319114"
CMN6;small_airport;Edmonton/Morinville (Mike's Field);2302;NA;CA;CA-AB;;CMN6;;;"-113.563333333; 53.836944444400004"
CMR6;heliport;Camrose / St Mary's Hospital Heliport;2413;NA;CA;CA-AB;Camrose;CMR6;;CMR6;"-112.830169201; 53.0151382454"
CMS2;heliport;Middleton (Soldiers Memorial Hospital) Heliport;53;NA;CA;CA-NS;Middleton;CMS2;;CMS2;"-65.05903959269999; 44.9461283973"
CMS3;seaplane_base;Marina le Nautique Water Aerodrome;1177;NA;CA;CA-QC;St-Michel-des-Saints;CMS3;;CMS3;"-73.898702; 46.69"
CMT;small_airport;New CametÃ¡ Airport;60;SA;BR;BR-PA;CametÃ¡;;CMT;;"-49.56; -2.2468"
CMT2;seaplane_base;Mont-Tremblant (Lac MaskinongÃ©) Seaplane Base;790;NA;CA;CA-QC;Mont-Tremblant;CMT2;;CMT2;"-74.608452; 46.087825"
CMW3;small_airport;Matawatchan;990;NA;CA;CA-ON;;CMW3;;;"-77.0955276489; 45.1643383253"
CMW4;small_airport;Collins Field;1048;NA;CA;CA-ON;Madawaska;CMW4;;CMW4;"-77.9906; 45.507401"
CMZ;small_airport;Caia Airport;156;AF;MZ;MZ-S;Caia;;CMZ;;"35.3341; -17.8331"
CMZ2;small_airport;Arthur (Metz Field);1525;NA;CA;CA-ON;Arthur;CMZ2;;CMZ2;"-80.435833; 43.810556"
CN-0001;closed;Old Guangzhou Baiyun International Airport;;AS;CN;CN-44;Guangzhou;;;;"113.26599884033203; 23.184200286865234"
CN-0002;medium_airport;Nanjing Air Base;;AS;CN;CN-32;Nanjing;;;;"118.81199645996094; 31.998300552368164"
CN-0003;medium_airport;Laohutun Air Base;;AS;CN;CN-21;;;;;"121.76599884033203; 39.66999816894531"
CN-0004;medium_airport;Pulandian Air Base;;AS;CN;CN-21;;;;;"122.01799774169922; 39.45090103149414"
CN-0005;small_airport;Tangshan SannÃ¼he Airport;50;AS;CN;CN-13;Tangshan;ZBTS;TVS;;"118.002624512; 39.7178001404"
CN-0006;medium_airport;Beijing Shahezhen Air Base;;AS;CN;CN-11;Beijing;;;;"116.3213882446289; 40.149166107177734"
CN-0007;medium_airport;Beijing Tongxian Air Base;;AS;CN;CN-11;Beijing;;;;"116.70833587646484; 39.81111145019531"
CN-0008;small_airport;Wang Kang Airfield;;AS;CN;CN-23;Harbin;;;;"126.5275; 45.666"
CN-0009;small_airport;Shuang Yu Shu Airfield;;AS;CN;CN-23;Harbin;;;;"126.7; 45.66"
CN-0010;medium_airport;Yinchuan Hedong International Airport;;AS;CN;CN-64;Yinchuan;ZLIC;INC;;"106.393214; 38.322758"
CN-0011;medium_airport;Duplicate --Yantai Penglai International Airport;154;AS;CN;CN-U-A;Yantai;ZSYT;YNT;;"120.9872; 37.65722"
CN-0012;medium_airport;Yuanmou Air Base;3810;AS;CN;CN-53;Yuanmou;ZPYM;YUA;;"101.88200378418; 25.737499237061"
CN-0013;medium_airport;Fengning Air Base;;AS;CN;CN-13;;;;;"116.61799621582031; 41.260799407958984"
